#chrom	start	end	strand	gene	gene_id	transcripts
chr6	12319452	12319592	+	SUMO2P12	SUMO2P12	1
chr6	12395473	12407928	+	LOC105374931	LOC105374931	1
chr6	12406485	12406781	-	RN7SKP293	RN7SKP293	1
chr6	12514069	12514775	+	RPL15P3	RPL15P3	1
chr6	12582767	12585404	-	LINC02530	LINC02530	1
chr6	12695216	12744282	-	LOC107984015	LOC107984015	2
chr6	12716766	13287837	+	PHACTR1	PHACTR1	21
chr6	12736799	12736949	+	LOC124901503	LOC124901503	1
chr6	12744904	12747458	-	LOC105374935	LOC105374935	1
chr6	12828594	12834753	-	LOC105374934	LOC105374934	1
chr6	12958809	12963778	-	LOC124901262	LOC124901262	1
chr6	13214039	13214255	+	RNU1-11P	RNU1-11P	1
chr6	13222960	13229973	-	LOC105374933	LOC105374933	2
chr6	13266535	13328537	-	TBC1D7-LOC100130357	TBC1D7-LOC100130357	2
chr6	13273093	13295586	-	LOC100130357	LOC100130357	2
chr6	13304950	13328537	-	TBC1D7	TBC1D7	7
chr6	13328614	13329857	+	LOC124901261	LOC124901261	1
chr6	13351156	13353740	+	LOC105374936	LOC105374936	1
chr6	13357829	13487600	-	GFOD1	GFOD1	5
chr6	13486260	13486771	+	GFOD1-AS1	GFOD1-AS1	1
chr6	13521212	13522116	+	RPS4XP7	RPS4XP7	1
chr6	13547703	13547956	+	RN7SKP204	RN7SKP204	1
chr6	13572071	13574434	-	LOC105374937	LOC105374937	1
chr6	13574273	13615158	+	SIRT5	SIRT5	43
chr6	13599029	13608594	-	LOC105374938	LOC105374938	2
chr6	13609265	13615202	-	LOC124901263	LOC124901263	1
chr6	13615334	13632470	+	NOL7	NOL7	2
chr6	13621497	13711835	-	RANBP9	RANBP9	4
chr6	13680079	13680141	+	LOC124901523	LOC124901523	1
chr6	13712351	13712754	-	LOC124901264	LOC124901264	1
chr6	13786556	13814557	-	MCUR1	MCUR1	4
chr6	13813809	13826568	+	LOC107986571	LOC107986571	2
chr6	13924445	13980310	+	RNF182	RNF182	7
chr6	13949091	13949610	+	MRPL35P1	MRPL35P1	1
chr6	14098633	14107284	+	LOC105374939	LOC105374939	1
chr6	14108762	14111808	+	LOC124901265	LOC124901265	1
chr6	14117255	14136918	+	CD83	CD83	3
chr6	14156461	14156523	+	RNU7-133P	RNU7-133P	1
chr6	14194448	14202294	-	LOC105374940	LOC105374940	1
chr6	14280126	14285454	-	LINC01108	LINC01108	2
chr6	14285820	14292366	+	LOC124901266	LOC124901266	1
chr6	14387200	14393953	-	LOC105374943	LOC105374943	2
chr6	14420673	14461936	-	LOC105374942	LOC105374942	6
chr6	14431779	14516097	+	LOC101928331	LOC101928331	6
chr6	14586303	14717489	-	LOC101928354	LOC101928354	4
chr6	14646534	14646638	+	RNU6-793P	RNU6-793P	1
chr6	14659150	14665263	+	LOC102724463	LOC102724463	2
chr6	14860415	15009084	-	LOC105374945	LOC105374945	1
chr6	15102945	15104211	-	RPL6P17	RPL6P17	1
chr6	15112967	15113221	+	RN7SL332P	RN7SL332P	1
chr6	15143784	15176913	-	LOC105374946	LOC105374946	1
chr6	15246068	15522042	+	JARID2	JARID2	21
chr6	15247814	15248696	-	JARID2-AS1	JARID2-AS1	1
chr6	15314919	15315026	+	RNU6-522P	RNU6-522P	1
chr6	15324366	15324472	-	RNU6-645P	RNU6-645P	1
chr6	15522806	15663058	-	DTNBP1	DTNBP1	9
chr6	15526333	15544371	+	LOC105374947	LOC105374947	3
chr6	15546069	15562203	+	LOC124901267	LOC124901267	2
chr6	15730039	15758205	-	LOC102724520	LOC102724520	2
chr6	15830292	15834463	-	LOC105374948	LOC105374948	1
chr6	15934742	15935514	+	ARPC3P5	ARPC3P5	1
chr6	15956494	15980936	-	LOC105374949	LOC105374949	2
chr6	15994943	16000491	+	LINC02543	LINC02543	1
chr6	16107792	16108791	+	MDH1P2	MDH1P2	1
chr6	16129085	16163887	+	MYLIP	MYLIP	21
chr6	16141555	16141624	+	MIR4639	MIR4639	1
chr6	16148364	16148445	-	LOC124901514	LOC124901514	1
chr6	16160933	16162667	+	LOC100131159	LOC100131159	1
chr6	16171466	16172159	+	MRPL42P2	MRPL42P2	1
chr6	16205013	16205120	+	RNU6-1114P	RNU6-1114P	1
chr6	16238586	16295549	+	GMPR	GMPR	2
chr6	16299111	16761460	-	ATXN1	ATXN1	7
chr6	16761137	16766883	+	ATXN1-AS1	ATXN1-AS1	1
chr6	16767143	16774988	+	LOC124901268	LOC124901268	1
chr6	16948514	16958351	-	LOC107986573	LOC107986573	1
chr6	17015816	17034225	+	LOC105374951	LOC105374951	1
chr6	17060286	17074203	-	LOC124901269	LOC124901269	1
chr6	17092715	17108146	-	LOC101928463	LOC101928463	1
chr6	17102049	17131378	+	STMND1	STMND1	1
chr6	17281360	17293871	+	RBM24	RBM24	6
chr6	17381486	17382027	+	LOC100421092	LOC100421092	1
chr6	17393594	17557780	+	CAP2	CAP2	3
chr6	17501359	17511265	-	LOC101928491	LOC101928491	1
chr6	17530827	17531457	-	RPL7P26	RPL7P26	1
chr6	17582033	17582305	+	SUMO2P13	SUMO2P13	1
chr6	17585790	17598976	-	LOC102724591	LOC102724591	4
chr6	17600301	17611715	+	FAM8A1	FAM8A1	1
chr6	17615036	17706925	-	NUP153	NUP153	3
chr6	17619532	17619634	+	RNU6-190P	RNU6-190P	1
chr6	17706129	17711027	+	NUP153-AS1	NUP153-AS1	2
chr6	17721785	17721903	-	RNA5SP204	RNA5SP204	1
chr6	17730838	17730922	-	LOC124901554	LOC124901554	1
chr6	17759125	17987635	-	KIF13A	KIF13A	5
chr6	17850433	17853539	+	LOC105374953	LOC105374953	1
chr6	17953568	17953942	+	RPS12P12	RPS12P12	1
chr6	18120439	18122677	-	NHLRC1	NHLRC1	1
chr6	18128310	18155169	-	TPMT	TPMT	5
chr6	18155421	18223854	+	KDM1B	KDM1B	29
chr6	18223859	18264530	-	DEK	DEK	4
chr6	18264531	18269220	+	LOC124901270	LOC124901270	1
chr6	18306974	18307078	-	RNU6-263P	RNU6-263P	1
chr6	18363095	18365461	-	DDX18P3	DDX18P3	1
chr6	18366015	18368719	-	IMPDH1P9	IMPDH1P9	1
chr6	18387349	18468870	+	RNF144B	RNF144B	2
chr6	18401950	18402052	-	LOC124901544	LOC124901544	1
chr6	18421290	18423992	+	LOC124901271	LOC124901271	1
chr6	18496859	18517420	+	LOC105374955	LOC105374955	2
chr6	18522746	18722898	+	MIR548A1HG	MIR548A1HG	1
chr6	18571783	18571880	+	MIR548A1	MIR548A1	1
chr6	18746687	18757284	-	LOC105374957	LOC105374957	1
chr6	18836170	18836242	+	TRQ-CTG1-1	TRQ-CTG1-1	1
chr6	18977112	19096273	+	LOC105374958	LOC105374958	1
chr6	19068542	19180480	-	LOC101928519	LOC101928519	1
chr6	19143652	19144195	+	RPL21P61	RPL21P61	1
chr6	19317051	19322285	-	LOC105374961	LOC105374961	1
chr6	19323062	19330903	-	LOC107986575	LOC107986575	1
chr6	19348113	19349133	+	RPL5P20	RPL5P20	1
chr6	19438282	19438418	+	RNA5SP205	RNA5SP205	1
chr6	19449820	19459348	+	LOC105374960	LOC105374960	1
chr6	19612687	19614090	+	KRT18P38	KRT18P38	1
chr6	19637842	19639197	-	UQCRFS1P3	UQCRFS1P3	1
chr6	19642424	19642529	-	RNU6-801P	RNU6-801P	1
chr6	19729420	19804759	-	LNC-LBCS	LNC-LBCS	3
chr6	19807921	19814200	+	LOC105374963	LOC105374963	1
chr6	19837369	19842197	+	ID4	ID4	1
chr6	20042335	20042985	-	RPL29P17	RPL29P17	1
chr6	20066850	20075371	-	LOC105374965	LOC105374965	1
chr6	20099683	20212469	-	MBOAT1	MBOAT1	5
chr6	20265626	20333357	+	LOC101928573	LOC101928573	1
chr6	20331234	20334909	-	LOC124901272	LOC124901272	1
chr6	20400740	20402772	-	LOC124901482	LOC124901482	1
chr6	20401878	20493714	+	E2F3	E2F3	9
chr6	20421656	20421887	-	RN7SL128P	RN7SL128P	1
chr6	20437820	20440178	+	E2F3-IT1	E2F3-IT1	1
chr6	20452368	20452473	-	RNU6-141P	RNU6-141P	1
chr6	20534456	21232404	+	CDKAL1	CDKAL1	17
chr6	20573803	20576510	+	LOC124901273	LOC124901273	1
chr6	20597689	20600617	+	LOC105374968	LOC105374968	1
chr6	20722280	20722570	-	RPL36AP25	RPL36AP25	1
chr6	20993473	20993568	-	RNU6-150P	RNU6-150P	1
chr6	21135978	21140935	-	LOC105374966	LOC105374966	2
chr6	21227803	21231059	-	LOC107986578	LOC107986578	1
chr6	21486060	21511892	-	LINC00581	LINC00581	1
chr6	21537363	21541085	-	LOC107986579	LOC107986579	1
chr6	21593750	21598619	+	SOX4	SOX4	1
chr6	21602127	21602383	+	BOLA2P3	BOLA2P3	1
chr6	21664540	21666060	-	LOC124901483	LOC124901483	1
chr6	21666412	22195820	+	CASC15	CASC15	1
chr6	21754699	21755639	+	LOC124901274	LOC124901274	1
chr6	21825779	21828383	-	LOC105374970	LOC105374970	2
chr6	22085544	22085791	+	RN7SKP240	RN7SKP240	1
chr6	22134601	22147193	-	NBAT1	NBAT1	1
chr6	22200988	22205065	+	LOC124901275	LOC124901275	1
chr6	22287245	22302835	-	PRL	PRL	6
chr6	22349217	22590314	+	LOC105374971	LOC105374971	3
chr6	22569565	22571666	+	HDGFL1	HDGFL1	1
chr6	22643509	22717924	-	LINC03005	LINC03005	2
chr6	22644019	22660022	+	LOC105374973	LOC105374973	4
chr6	22662393	22674065	+	LOC102724736	LOC102724736	2
chr6	23056296	23177045	-	LOC105374974	LOC105374974	1
chr6	23102658	23103577	+	RPL6P18	RPL6P18	1
chr6	23124981	23125087	-	RNU6-1060P	RNU6-1060P	1
chr6	23334694	23405734	+	LOC124900213	LOC124900213	4
chr6	23336745	23626334	-	LOC105374976	LOC105374976	2
chr6	23337690	23370222	+	LOC102724749	LOC102724749	3
chr6	23416074	23452922	+	LOC105374975	LOC105374975	1
chr6	23452999	23455137	+	LOC124901276	LOC124901276	1
chr6	23854436	23855457	+	LOC100129616	LOC100129616	1
chr6	23856563	23856836	-	SPTLC1P2	SPTLC1P2	1
chr6	23971765	23973351	+	LOC100128365	LOC100128365	1
chr6	24001821	24002626	+	HNRNPA1P58	HNRNPA1P58	1
chr6	24126214	24147530	+	NRSN1	NRSN1	1
chr6	24166272	24166374	+	LOC124900220	LOC124900220	1
chr6	24171754	24383292	-	DCDC2	DCDC2	2
chr6	24356902	24358285	+	KAAG1	KAAG1	1
chr6	24365650	24365754	+	RNU6-391P	RNU6-391P	1
chr6	24402935	24426190	+	MRS2	MRS2	6
chr6	24423968	24495287	-	GPLD1	GPLD1	5
chr6	24494968	24537207	+	ALDH5A1	ALDH5A1	3
chr6	24535414	24540052	-	LOC124901277	LOC124901277	1
chr6	24540140	24646191	-	KIAA0319	KIAA0319	21
chr6	24597951	24599986	+	KRT8P43	KRT8P43	1
chr6	24649978	24666899	-	TDP2	TDP2	1
chr6	24667076	24705046	+	ACOT13	ACOT13	2
chr6	24669116	24683275	-	LOC124901279	LOC124901279	1
chr6	24689706	24695771	-	LOC124901278	LOC124901278	1
chr6	24704860	24720836	-	C6orf62	C6orf62	4
chr6	24742278	24751960	+	LINC02828	LINC02828	1
chr6	24750476	24751631	-	LOC100289381	LOC100289381	1
chr6	24774936	24786099	+	GMNN	GMNN	6
chr6	24792798	24795836	-	LOC124901280	LOC124901280	1
chr6	24797334	24798917	-	ARMH2	ARMH2	1
chr6	24804283	25042168	-	RIPOR2	RIPOR2	16
chr6	24933974	24950491	+	LOC105374981	LOC105374981	2
chr6	24947879	24948344	+	MTCO2P33	MTCO2P33	1
chr6	24976376	24977187	+	PPIAP29	PPIAP29	1
chr6	25014951	25036141	-	LOC102724765	LOC102724765	2
chr6	25023008	25024584	-	ASS1P1	ASS1P1	1
chr6	25031008	25031287	-	RN7SL334P	RN7SL334P	1
chr6	25081066	25138392	-	CMAHP	CMAHP	2
chr6	25121688	25135191	+	LOC124901282	LOC124901282	1
chr6	25139663	25141641	+	NUP50P2	NUP50P2	1
chr6	25152524	25155420	+	LOC100132239	LOC100132239	1
chr6	25181024	25181795	+	LOC107986530	LOC107986530	1
chr6	25192412	25192486	+	RNY5P5	RNY5P5	1
chr6	25218708	25221168	+	LOC100533655	LOC100533655	1
chr6	25230234	25232616	-	LOC124901283	LOC124901283	1
chr6	25244915	25261407	-	LOC101928663	LOC101928663	2
chr6	25248188	25248780	+	KATNBL1P5	KATNBL1P5	1
chr6	25261198	25261758	+	RPL21P68	RPL21P68	1
chr6	25279373	25620530	+	CARMIL1	CARMIL1	20
chr6	25327705	25452190	-	LOC124901281	LOC124901281	2
chr6	25383598	25383702	+	RNU6-987P	RNU6-987P	1
chr6	25435279	25435401	+	LOC124901546	LOC124901546	1
chr6	25652214	25701783	+	SCGN	SCGN	1
chr6	25678778	25679423	-	PRELID1P2	PRELID1P2	1
chr6	25681872	25698974	-	LOC124901284	LOC124901284	1
chr6	25723742	25832052	-	SLC17A1	SLC17A1	7
chr6	25726062	25726562	-	H2AC1	H2AC1	1
chr6	25726776	25727345	+	H2BC1	H2BC1	1
chr6	25731727	25732166	-	H2BC2P	H2BC2P	1
chr6	25732380	25737705	+	H2AC2P	H2AC2P	1
chr6	25754698	25781199	+	SLC17A4	SLC17A4	20
chr6	25836153	25860194	+	LOC124901285	LOC124901285	1
chr6	25844855	25874243	-	SLC17A3	SLC17A3	2
chr6	25881925	25882416	-	H2AC3P	H2AC3P	1
chr6	25885418	25885751	+	H2BP5	H2BP5	1
chr6	25912753	25930691	-	SLC17A2	SLC17A2	10
chr6	25962801	26000108	+	TRIM38	TRIM38	6
chr6	25997482	26003102	-	LOC124901286	LOC124901286	1
chr6	26016106	26016841	+	H3P26	H3P26	1
chr6	26017031	26017787	-	H1-1	H1-1	1
chr6	26020450	26020958	+	H3C1	H3C1	1
chr6	26021648	26022050	+	H4C1	H4C1	1
chr6	26026895	26027283	-	H4C2	H4C2	1
chr6	26031588	26032099	-	H3C2	H3C2	1
chr6	26033091	26033618	-	H2AC4	H2AC4	1
chr6	26043226	26043713	-	H2BC3	H2BC3	1
chr6	26043899	26044550	+	H2AC5P	H2AC5P	1
chr6	26045383	26045869	+	H3C3	H3C3	1
chr6	26055739	26056470	-	H1-2	H1-2	1
chr6	26086289	26091034	-	HFE-AS1	HFE-AS1	1
chr6	26087428	26098343	+	HFE	HFE	12
chr6	26103932	26104337	+	H4C3	H4C3	1
chr6	26107411	26108135	-	H1-6	H1-6	1
chr6	26113169	26123926	-	H2BC4	H2BC4	2
chr6	26124171	26124690	+	H2AC6	H2AC6	1
chr6	26156328	26157115	+	H1-4	H1-4	1
chr6	26158120	26171349	+	H2BC5	H2BC5	3
chr6	26164032	26168176	+	LARP1P1	LARP1P1	1
chr6	26183760	26184230	+	H2BC6	H2BC6	1
chr6	26188709	26189112	-	H4C4	H4C4	1
chr6	26195565	26195771	+	H1-12P	H1-12P	1
chr6	26196783	26199293	-	H3C4	H3C4	2
chr6	26198783	26199293	-	H2AC7	H2AC7	1
chr6	26199515	26199988	+	H2BC7	H2BC7	1
chr6	26202122	26202705	+	RPS10P1	RPS10P1	1
chr6	26204609	26205021	+	H4C5	H4C5	1
chr6	26216199	26216688	-	H2BC8	H2BC8	1
chr6	26216920	26217437	+	H2AC8	H2AC8	1
chr6	26219044	26219240	+	H3C5P	H3C5P	1
chr6	26224177	26227473	+	H3C6	H3C6	2
chr6	26233121	26233255	+	H2AC9P	H2AC9P	1
chr6	26234211	26234987	-	H1-3	H1-3	1
chr6	26240392	26240793	+	H4C6	H4C6	1
chr6	26246610	26246996	-	H4C7	H4C7	1
chr6	26250141	26250635	-	H3C7	H3C7	1
chr6	26251613	26252075	+	H2BC9	H2BC9	1
chr6	26257499	26261928	+	LOC105374986	LOC105374986	3
chr6	26270917	26271413	-	H3C8	H3C8	1
chr6	26272192	26272540	-	H2AC10P	H2AC10P	1
chr6	26272930	26273412	+	H2BC10	H2BC10	1
chr6	26285125	26285534	-	H4C8	H4C8	1
chr6	26285679	26298964	+	LOC124901287	LOC124901287	1
chr6	26286525	26286597	+	TRX-CAT1-2	TRX-CAT1-2	1
chr6	26299676	26299749	+	TRR-TCG4-1	TRR-TCG4-1	1
chr6	26305489	26305573	-	TRS-GCT6-1	TRS-GCT6-1	1
chr6	26311195	26311267	-	TRQ-TTG3-1	TRQ-TTG3-1	1
chr6	26311746	26311818	-	TRQ-TTG3-2	TRQ-TTG3-2	1
chr6	26312595	26312677	-	TRS-TGA3-1	TRS-TGA3-1	1
chr6	26313123	26313195	-	TRX-CAT1-3	TRX-CAT1-3	1
chr6	26319101	26319173	-	TRW-CCA3-1	TRW-CCA3-1	1
chr6	26321875	26322292	-	H3C9P	H3C9P	1
chr6	26322817	26322890	+	TRR-TCG2-1	TRR-TCG2-1	1
chr6	26324872	26331958	-	LOC101928743	LOC101928743	1
chr6	26327588	26327670	+	TRS-AGA2-1	TRS-AGA2-1	1
chr6	26328139	26328212	+	TRR-ACG1-1	TRR-ACG1-1	1
chr6	26330300	26330372	-	TRX-CAT1-4	TRX-CAT1-4	1
chr6	26331443	26331515	-	TRW-CCA3-2	TRW-CCA3-2	1
chr6	26331817	26340285	+	LOC124901288	LOC124901288	2
chr6	26352946	26353032	-	LOC124901520	LOC124901520	1
chr6	26365168	26378320	+	BTN3A2	BTN3A2	17
chr6	26383107	26394874	+	BTN2A2	BTN2A2	13
chr6	26402274	26415208	+	BTN3A1	BTN3A1	16
chr6	26421390	26430588	+	BTN2A3P	BTN2A3P	1
chr6	26440503	26453415	+	BTN3A3	BTN3A3	3
chr6	26457954	26476622	+	BTN2A1	BTN2A1	4
chr6	26471943	26482509	-	LOC285819	LOC285819	1
chr6	26477864	26478521	+	BTN1A1P1	BTN1A1P1	1
chr6	26486648	26527398	-	LOC107986583	LOC107986583	1
chr6	26500302	26510425	+	BTN1A1	BTN1A1	1
chr6	26519350	26519458	-	RNU6-502P	RNU6-502P	1
chr6	26521207	26521290	+	TRL-CAG1-7	TRL-CAG1-7	1
chr6	26521705	26527393	+	HCG11	HCG11	1
chr6	26532916	26532990	-	TRT-AGT2-1	TRT-AGT2-1	1
chr6	26537497	26537570	+	TRR-ACG1-2	TRR-ACG1-2	1
chr6	26538053	26538126	+	TRV-CAC1-6	TRV-CAC1-6	1
chr6	26538365	26546933	+	HMGN4	HMGN4	1
chr6	26553502	26553574	+	TRA-CGC1-1	TRA-CGC1-1	1
chr6	26554121	26554195	+	TRI-AAT5-1	TRI-AAT5-1	1
chr6	26555269	26555341	+	TRP-AGG2-2	TRP-AGG2-2	1
chr6	26556545	26556618	+	TRK-CTT2-4	TRK-CTT2-4	1
chr6	26568857	26568948	+	TRY-GTA1-1	TRY-GTA1-1	1
chr6	26569323	26574698	+	LOC105374988	LOC105374988	1
chr6	26571863	26571936	-	TRA-AGC11-1	TRA-AGC11-1	1
chr6	26575569	26575659	+	TRY-GTA8-1	TRY-GTA8-1	1
chr6	26577103	26577192	+	TRY-GTA3-1	TRY-GTA3-1	1
chr6	26594873	26594962	+	TRY-GTA6-1	TRY-GTA6-1	1
chr6	26596952	26600739	+	ABT1	ABT1	1
chr6	26602732	26606661	+	LOC105374989	LOC105374989	1
chr6	26631084	26631736	-	VN1R14P	VN1R14P	1
chr6	26634382	26659746	-	ZNF322	ZNF322	4
chr6	26671119	26687841	+	LOC102724851	LOC102724851	12
chr6	26673361	26673434	+	TRA-AGC14-1	TRA-AGC14-1	1
chr6	26682486	26682559	+	TRA-AGC12-1	TRA-AGC12-1	1
chr6	26687256	26687329	+	TRA-AGC10-1	TRA-AGC10-1	1
chr6	26698083	26720541	-	LOC105374991	LOC105374991	1
chr6	26701482	26701555	+	TRM-CAT5-1	TRM-CAT5-1	1
chr6	26705376	26705449	+	TRNAA-AGC	TRNAA-AGC	1
chr6	26720991	26721065	-	TRI-AAT7-1	TRI-AAT7-1	1
chr6	26730533	26730606	+	TRA-AGC9-1	TRA-AGC9-1	1
chr6	26735369	26735442	-	TRM-CAT4-1	TRM-CAT4-1	1
chr6	26743262	26743335	+	TRM-CAT4-2	TRM-CAT4-2	1
chr6	26749198	26749272	-	TRUND-NNN1-1	TRUND-NNN1-1	1
chr6	26756551	26756625	+	TRI-AAT6-1	TRI-AAT6-1	1
chr6	26766233	26766306	+	TRM-CAT4-3	TRM-CAT4-3	1
chr6	26771079	26819181	-	TRNAA-AGC	TRNAA-AGC	4
chr6	26780621	26780695	+	TRI-AAT7-2	TRI-AAT7-2	1
chr6	26781145	26803584	+	LOC105374992	LOC105374992	1
chr6	26787592	26794826	-	LOC124901289	LOC124901289	1
chr6	26800112	26800185	-	TRM-CAT5-2	TRM-CAT5-2	1
chr6	26815126	26842925	-	LOC124901290	LOC124901290	2
chr6	26828226	26828299	-	TRA-AGC14-2	TRA-AGC14-2	1
chr6	26870666	26898161	+	POM121L6P	POM121L6P	1
chr6	26871486	26956554	-	GUSBP2	GUSBP2	1
chr6	26956992	27023974	+	LINC00240	LINC00240	1
chr6	27019365	27020306	-	LOC100270746	LOC100270746	1
chr6	27020345	27020439	+	TRI-TAT2-2	TRI-TAT2-2	1
chr6	27033345	27034343	-	VN1R12P	VN1R12P	1
chr6	27060369	27061267	-	VN1R13P	VN1R13P	1
chr6	27083291	27084216	+	VN1R11P	VN1R11P	1
chr6	27091741	27091813	+	TRP-CGG2-1	TRP-CGG2-1	1
chr6	27097305	27097387	+	TRS-GCT1-1	TRS-GCT1-1	1
chr6	27109789	27109980	-	RNU2-62P	RNU2-62P	1
chr6	27132315	27132795	-	H2BC11	H2BC11	1
chr6	27133042	27133535	+	H2AC11	H2AC11	1
chr6	27138292	27146858	-	H2BC12	H2BC12	3
chr6	27139281	27139678	+	H4C9	H4C9	1
chr6	27147105	27147562	+	H2AC12	H2AC12	1
chr6	27147625	27147688	+	MIR3143	MIR3143	1
chr6	27158126	27158198	+	TRH-GTG1-5	TRH-GTG1-5	1
chr6	27162270	27162344	+	TRT-AGT6-1	TRT-AGT6-1	1
chr6	27177214	27177288	-	TRI-AAT5-2	TRI-AAT5-2	1
chr6	27206087	27206160	-	TRV-CAC6-1	TRV-CAC6-1	1
chr6	27209848	27209930	+	TRS-CGA2-1	TRS-CGA2-1	1
chr6	27211202	27211941	+	RPL10P2	RPL10P2	1
chr6	27213843	27213916	-	TRR-ACG2-2	TRR-ACG2-2	1
chr6	27215172	27215245	+	TRR-ACG2-3	TRR-ACG2-3	1
chr6	27217665	27218761	+	LOC124901293	LOC124901293	1
chr6	27230554	27230637	-	TRL-TAA4-1	TRL-TAA4-1	1
chr6	27235508	27235581	+	TRV-AAC5-1	TRV-AAC5-1	1
chr6	27237570	27237644	-	TRI-AAT5-3	TRI-AAT5-3	1
chr6	27247700	27256620	+	PRSS16	PRSS16	6
chr6	27268011	27269362	+	LOC442172	LOC442172	1
chr6	27273959	27274033	+	TRI-AAT9-1	TRI-AAT9-1	1
chr6	27275210	27275284	-	TRI-AAT3-1	TRI-AAT3-1	1
chr6	27280269	27280342	-	TRV-CAC2-1	TRV-CAC2-1	1
chr6	27284084	27284158	+	TRI-AAT10-1	TRI-AAT10-1	1
chr6	27290625	27290698	+	TRV-TAC4-1	TRV-TAC4-1	1
chr6	27293891	27293965	+	TRS-ACT1-1	TRS-ACT1-1	1
chr6	27295432	27295504	+	TRQ-CTG5-1	TRQ-CTG5-1	1
chr6	27297995	27298077	+	TRS-GCT2-1	TRS-GCT2-1	1
chr6	27308376	27312273	-	POM121L2	POM121L2	1
chr6	27312168	27313736	+	LOC105375107	LOC105375107	1
chr6	27324760	27325963	+	VN1R10P	VN1R10P	1
chr6	27332984	27333056	-	TRX-CAT1-5	TRX-CAT1-5	1
chr6	27334989	27335062	-	TRK-TTT6-1	TRK-TTT6-1	1
chr6	27357822	27375374	-	ZNF204P	ZNF204P	2
chr6	27374614	27403908	+	ZNF391	ZNF391	7
chr6	27404005	27473105	-	ZNF184	ZNF184	7
chr6	27407696	27409691	+	MCFD2P1	MCFD2P1	1
chr6	27473123	27475980	+	LOC105375001	LOC105375001	1
chr6	27478811	27478893	+	TRS-AGA2-2	TRS-AGA2-2	1
chr6	27479673	27479745	+	TRD-GTC2-6	TRD-GTC2-6	1
chr6	27495813	27495895	+	TRS-AGA2-3	TRS-AGA2-3	1
chr6	27503038	27503120	+	TRS-AGA2-4	TRS-AGA2-4	1
chr6	27503743	27503815	+	TRD-GTC2-7	TRD-GTC2-7	1
chr6	27505827	27505909	-	TRS-TGA4-1	TRS-TGA4-1	1
chr6	27519528	27519600	+	TRQ-CTG1-2	TRQ-CTG1-2	1
chr6	27523446	27524537	+	HNRNPA1P1	HNRNPA1P1	1
chr6	27532207	27532289	+	TRS-AGA3-1	TRS-AGA3-1	1
chr6	27541774	27541856	-	TRS-AGA1-1	TRS-AGA1-1	1
chr6	27545688	27545770	+	TRS-TGA2-1	TRS-TGA2-1	1
chr6	27547751	27547823	-	TRQ-CTG2-1	TRQ-CTG2-1	1
chr6	27553412	27553494	-	TRS-AGA4-1	TRS-AGA4-1	1
chr6	27560630	27561752	-	CD83P1	CD83P1	1
chr6	27562183	27562270	+	TRR-TCT5-1	TRR-TCT5-1	1
chr6	27576066	27576139	+	TRK-TTT9-1	TRK-TTT9-1	1
chr6	27583456	27583528	-	TRD-GTC3-1	TRD-GTC3-1	1
chr6	27591813	27591886	-	TRK-TTT4-1	TRK-TTT4-1	1
chr6	27592820	27592892	-	TRX-CAT1-6	TRX-CAT1-6	1
chr6	27596411	27596517	+	RNU6-471P	RNU6-471P	1
chr6	27602568	27602675	-	TRL-CAA3-1	TRL-CAA3-1	1
chr6	27605637	27605745	-	TRL-CAA2-1	TRL-CAA2-1	1
chr6	27618355	27618429	+	TRT-CGT5-1	TRT-CGT5-1	1
chr6	27631420	27631514	+	TRI-TAT2-3	TRI-TAT2-3	1
chr6	27650927	27651000	-	TRV-AAC3-1	TRV-AAC3-1	1
chr6	27652590	27652733	-	RPL8P1	RPL8P1	1
chr6	27666971	27668573	-	LOC124901292	LOC124901292	1
chr6	27668582	27668656	+	TRI-AAT8-1	TRI-AAT8-1	1
chr6	27670564	27670637	-	TRR-ACG2-4	TRR-ACG2-4	1
chr6	27672449	27672531	-	TRS-CGA3-1	TRS-CGA3-1	1
chr6	27681105	27681178	-	TRV-AAC4-1	TRV-AAC4-1	1
chr6	27684694	27684768	-	TRT-AGT2-2	TRT-AGT2-2	1
chr6	27688187	27688261	+	TRI-AAT2-1	TRI-AAT2-1	1
chr6	27694034	27710222	+	LINC01012	LINC01012	3
chr6	27703134	27710896	-	LOC124901291	LOC124901291	1
chr6	27721118	27721201	-	TRL-TAA2-1	TRL-TAA2-1	1
chr6	27726693	27726767	+	TRT-AGT4-1	TRT-AGT4-1	1
chr6	27736574	27738514	-	GPR89P	GPR89P	1
chr6	27753399	27753472	-	TRV-AAC1-5	TRV-AAC1-5	1
chr6	27761743	27763187	+	LOC100131289	LOC100131289	1
chr6	27780482	27781157	-	RSL24D1P1	RSL24D1P1	1
chr6	27791355	27791427	-	TRQ-CTG6-1	TRQ-CTG6-1	1
chr6	27795860	27795932	-	TRQ-TTG3-3	TRQ-TTG3-3	1
chr6	27807166	27807337	+	H4C10P	H4C10P	1
chr6	27807478	27807929	-	H2BC13	H2BC13	1
chr6	27808172	27808667	+	H2AC13	H2AC13	1
chr6	27810050	27810536	+	H3C10	H3C10	1
chr6	27814301	27814777	-	H2AC14	H2AC14	1
chr6	27815021	27815489	+	H2BC14	H2BC14	1
chr6	27824091	27824480	+	H4C11	H4C11	1
chr6	27831173	27831560	-	H4C12	H4C12	1
chr6	27837879	27838375	-	H2AC15	H2AC15	1
